Nr_medyczny;Nazwisko i Imiê;Pesel;Data_przyjêcia;Lekarz;Pomoc;Ubezpieczenie;Koszt leczenia
772;Wypych Jaœmina;11231113359;14.10.2021;Pielecka;Intensywna terapia;NFZ;2370
773;Korzeniewska Gabriela;62071284761;14.10.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
774;Go³¹b Cyprian;06271938363;17.10.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
775;Pawlikowski Micha³;48110878315;17.10.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
776;Wojtas Diana;11242126218;17.10.2021;Kosiñska;Pomoc kardiologiczna;Abonament medyczny;1260
777;Dro¿d¿ Aleksander;75042227700;17.10.2021;Kalinowska;Pomoc laryngologiczna;Abonament medyczny;690
778;Paszkiewicz Dominik;55012053076;17.10.2021;Bobrzyñski;Pomoc laryngologiczna;NFZ;690
779;Filipczak Dominik;21280502488;17.10.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
780;Szczygielska Marta;78012304744;17.10.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
781;Kozio³ Patryk;29051402029;22.10.2021;Piotrecki;Pomoc okulistyczna;Abonament medyczny;930
782;Kisiel Justyna;91071727525;22.10.2021;Maliñski;Pomoc okulistyczna;Polisa zdrowotna;930
783;Kowal W³adys³aw;82101774866;24.10.2021;Micha³owski;Pomoc kardiologiczna;Pol-Plan Ubezpieczenia;1260
784;Jagie³³o Agnieszka;42090163274;24.10.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
785;Ga³ka Aldona;46030878686;24.10.2021;Maliñski;Pomoc okulistyczna;NFZ;930
786;¯uk Julia;70051874664;24.10.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
787;Œlêzak Józefina;69052417619;24.10.2021;Maliñski;Pomoc laryngologiczna;NFZ;690
788;Rogoziñska Marcelina;32021980757;24.10.2021;Kosiñska;Pomoc laryngologiczna;NFZ;690
789;Michalska Natalia;16251744839;30.10.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
790;Góra Anna;97050951639;30.10.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
791;Maœlanka Jan;89042557509;31.10.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
792;Iwanowska Dominika;91111518564;31.10.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
793;Kowalewska Józefina;11230706772;01.11.2021;Piotrecki;Pomoc kardiologiczna;Abonament medyczny;1260
794;Orzechowska Sylwia;77010188712;01.11.2021;Kosiñska;Pomoc laryngologiczna;NFZ;690
795;Gawron Jaros³awa;93091988340;01.11.2021;Gronowski;Pomoc kardiologiczna;Polisa zdrowotna;1260
796;Raczyñski Kacper;45031180226;01.11.2021;Gronowski;Pomoc ambulatoryjna;Abonament medyczny;570
797;Ruciñska Aleksandra;60010744215;01.11.2021;Maliñski;Intensywna terapia;NFZ;2370
798;Suski Dariusz;29082157211;01.11.2021;Maliñski;Pomoc laryngologiczna;NFZ;690
799;Gorczyca Tomasz;96070738860;01.11.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
800;Magiera Dorota;90101220256;01.11.2021;Piotrecki;Pomoc okulistyczna;NFZ;930
801;Æwik Lena;32101260166;01.11.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
802;Traczyk Wiktor;02282248550;01.11.2021;Bobrzyñski;Pomoc kardiologiczna;Polisa zdrowotna;1260
803;KaŸmierczak Wojciech;81110765753;02.11.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
804;Urbaniak Bart³omiej;52110684041;02.11.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
805;Marzec S³awomir;10211334443;02.11.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
806;Nawrot Aleksander;54022657021;02.11.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
807;Wojtczak Gabriela;27051140826;02.11.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
808;Górniak Natalia;32010940212;02.11.2021;Bobrzyñski;Pomoc kardiologiczna;Polisa zdrowotna;1260
809;Szymkowiak Roksana;34112450857;02.11.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
810;Czuba Wojciech;84110263849;02.11.2021;Bobrzyñski;Pomoc kardiologiczna;Abonament medyczny;1260
811;Kie³basa Hanna;50020735727;03.11.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
812;Kruszyñska Martyna;10301657117;03.11.2021;Pielecka;Pomoc ambulatoryjna;Abonament medyczny;570
813;Brzeziñski Dariusz;63091455360;04.11.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
814;Ma³ecka Nikola;16282142684;04.11.2021;Bobrzyñski;Intensywna terapia;NFZ;2370
815;Rogalski Wiktor;73011684622;04.11.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
816;Hajduk Alicja;44011987350;04.11.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
817;K³osowski Antoni;42040700027;04.11.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
818;Seku³a Alina;39021588558;04.11.2021;Kosiñska;Pomoc okulistyczna;NFZ;930
819;W³odarczyk El¿bieta;74080878301;05.11.2021;Kalinowska;Pomoc laryngologiczna;Polisa zdrowotna;690
820;Chrzanowska Zofia;96050544658;05.11.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
821;Winiarska Aleksandra;63112337684;05.11.2021;Kalinowska;Intensywna terapia;Polisa zdrowotna;2370
822;Mierzejewski Kacper;07211242775;05.11.2021;Gronowski;Intensywna terapia;NFZ;2370
823;Stankiewicz Magdalena;65111171452;06.11.2021;Bobrzyñski;Intensywna terapia;NFZ;2370
824;Wójcicki Marek;56062043488;06.11.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
825;Kaszuba Jolanta;19300932289;06.11.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
826;Krakowski Bart³omiej;59061574027;06.11.2021;Kosiñska;Pomoc laryngologiczna;Abonament medyczny;690
827;Dusza Mateusz;46092732715;06.11.2021;Piotrecki;Pomoc okulistyczna;NFZ;930
828;Kosowski Maciej;71031086088;07.11.2021;Gronowski;Pomoc okulistyczna;NFZ;930
829;Szymaniak Dominik;72050308155;07.11.2021;Kalinowska;Intensywna terapia;Polisa zdrowotna;2370
830;Nowakowska Paula;91021464214;08.11.2021;Maliñski;Intensywna terapia;NFZ;2370
831;Wilczyñska Weronika;39051620804;08.11.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
832;Antczak Wojciech;61071760202;08.11.2021;Bobrzyñski;Pomoc ambulatoryjna;Polisa zdrowotna;570
833;Gruszczyñska Czes³awa;10252286286;08.11.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
834;Knapik Jaros³aw;00211463142;08.11.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
835;Staszak Jan;35081227310;08.11.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
836;Mazur Patryk;16232281175;09.11.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
837;Maj Zuzanna;61032053154;09.11.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
838;Drozd Maciej;04220110723;09.11.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
839;Lisiecka Janina;21240634420;09.11.2021;Gronowski;Pomoc laryngologiczna;NFZ;690
840;So³tys Natalia;28032354357;09.11.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
841;Skorupa Bohdan;90101786378;09.11.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
842;Szadkowski Józef;77041877351;09.11.2021;Piotrecki;Pomoc laryngologiczna;Polisa zdrowotna;690
843;Kurowski Piotr;50021512419;10.11.2021;Micha³owski;Pomoc kardiologiczna;Polisa zdrowotna;1260
844;Karaœ Emilia;32101274002;10.11.2021;Gronowski;Pomoc laryngologiczna;NFZ;690
845;Piotrowicz Antoni;36011733437;10.11.2021;Micha³owski;Intensywna terapia;NFZ;2370
846;Grzybek Daria;67040582619;10.11.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
847;Domaga³a Wojciech;00250237445;11.11.2021;Gronowski;Szycie ran;NFZ;510
848;Klimek Ma³gorzata;31042707781;11.11.2021;Kalinowska;Pomoc laryngologiczna;NFZ;690
849;Ko³odziejski Tymon;68030503681;11.11.2021;Piotrecki;Intensywna terapia;NFZ;2370
850;Bia³as Jadwiga;85100928151;11.11.2021;Bobrzyñski;Pomoc okulistyczna;NFZ;930
851;G³ogowska Amelia;10222307539;12.11.2021;Kalinowska;Pomoc kardiologiczna;Pol-Plan Ubezpieczenia;1260
852;Grabarczyk Lena;06241802054;12.11.2021;Gronowski;Pomoc ambulatoryjna;NFZ;570
853;Niewiadomska Oliwia;87010974468;16.11.2021;Maliñski;Pomoc laryngologiczna;NFZ;690
854;Modzelewska Zofia;75110228789;16.11.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
855;Paluch Paula;27031966228;17.11.2021;Kosiñska;Szycie ran;Polisa zdrowotna;510
856;Koza Piotr;05262430552;17.11.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
857;Skalska Emilia;06311920369;17.11.2021;Bobrzyñski;Pomoc laryngologiczna;NFZ;690
858;Juszczyk Waldemar;66051877158;17.11.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
859;Sikora Magdalena;52050323370;18.11.2021;Piotrecki;Intensywna terapia;NFZ;2370
860;Marcinkowska Edyta;07260410057;18.11.2021;Piotrecki;Pomoc laryngologiczna;NFZ;690
861;Ró¿añska Wies³awa;93092648308;18.11.2021;Piotrecki;Pomoc okulistyczna;Polisa zdrowotna;930
862;Juszczak Martyna;09252302869;18.11.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
863;Szczepaniak Dominik;75011181864;19.11.2021;Piotrecki;Intensywna terapia;NFZ;2370
864;Grzegorczyk Anna;01300520885;19.11.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
865;Bo¿ek Igor;93052166167;19.11.2021;Micha³owski;Pomoc okulistyczna;NFZ;930
866;Jurczak Magdalena;05311726654;19.11.2021;Pielecka;Pomoc kardiologiczna;Abonament medyczny;1260
867;Stanis³awska Regina;66082031439;20.11.2021;Micha³owski;Pomoc laryngologiczna;Polisa zdrowotna;690
868;Wrzesiñska Wiktoria;37050782440;20.11.2021;Bobrzyñski;Pomoc kardiologiczna;Pol-Plan Ubezpieczenia;1260
869;Antkowiak Mariusz;12212758888;20.11.2021;Piotrecki;Pomoc laryngologiczna;Abonament medyczny;690
870;Malinowski Czes³aw;63041610737;24.11.2021;Bobrzyñski;Intensywna terapia;Pol-Plan Ubezpieczenia;2370
871;Serafin Ma³gorzata;54031527355;24.11.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
872;Korzeniowski Filip;56020456275;25.11.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
873;Bartoszek Emil;15250682560;25.11.2021;Bobrzyñski;Intensywna terapia;Polisa zdrowotna;2370
874;Szczepañska Aleksandra;71101744748;26.11.2021;Bobrzyñski;Pomoc ambulatoryjna;Abonament medyczny;570
875;Rakowski Wincenty;89080564703;26.11.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
876;Mazurkiewicz Jan;76020871050;28.11.2021;Bobrzyñski;Pomoc kardiologiczna;Polisa zdrowotna;1260
877;Kubacki Dariusz;68032325553;28.11.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
878;Jêdrzejewski Igor;33102670347;30.11.2021;Piotrecki;Pomoc ambulatoryjna;NFZ;570
879;Jezierski Maciej;66011652470;30.11.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
880;Czekaj Mariusz;17222127622;30.11.2021;Kalinowska;Pomoc laryngologiczna;Pol-Plan Ubezpieczenia;690
881;Kasperek Jan;55082255437;30.11.2021;Kalinowska;Pomoc ambulatoryjna;Polisa zdrowotna;570
882;Moskal Adam;17271225821;30.11.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
883;Bia³ecki Antoni;20292561135;30.11.2021;Micha³owski;Pomoc okulistyczna;Abonament medyczny;930
884;Jaskólski Zbigniew;85081811264;30.11.2021;Kosiñska;Szycie ran;Abonament medyczny;510
885;Piechota Micha³;54060602850;02.12.2021;Micha³owski;Pomoc ambulatoryjna;NFZ;570
886;Szczerba W³adys³awa;88060252449;02.12.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
887;¯uchowska Anna;84061712177;02.12.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
888;Janczak Zofia;90091850574;02.12.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
889;Lesiak Sebastian;94032670676;04.12.2021;Kalinowska;Pomoc kardiologiczna;NFZ;1260
890;Go³¹bek Zofia;80042486224;04.12.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
891;Michalak Juliusz;04241073216;06.12.2021;Maliñski;Intensywna terapia;NFZ;2370
892;Miko³ajczak Janusz;12220621383;06.12.2021;Kosiñska;Pomoc kardiologiczna;NFZ;1260
893;Andrzejewski Micha³;27012456449;09.12.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
894;Fr¹czek Wojciech;28092300088;09.12.2021;Gronowski;Pomoc okulistyczna;NFZ;930
895;Bartnik Mateusz;59012342118;11.12.2021;Maliñski;Szycie ran;NFZ;510
896;Waszkiewicz Magdalena;28051010704;11.12.2021;Piotrecki;Nastawianie z³amanej koœci;NFZ;1110
897;Socha Maja;63012677110;13.12.2021;Gronowski;Pomoc laryngologiczna;Pol-Plan Ubezpieczenia;690
898;Borek Renata;85051772744;13.12.2021;Pielecka;Pomoc ambulatoryjna;NFZ;570
899;Woliñska Emilia;79070608584;14.12.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
900;Grodzki W³adys³aw;04220114888;14.12.2021;Micha³owski;Pomoc ambulatoryjna;NFZ;570
901;Koz³owska Diana;66022030210;15.12.2021;Micha³owski;Pomoc okulistyczna;NFZ;930
902;Podgórski Waldemar;23071865189;15.12.2021;Maliñski;Pomoc ambulatoryjna;Polisa zdrowotna;570
903;Napiera³a Edyta;78062175570;15.12.2021;Bobrzyñski;Nastawianie z³amanej koœci;Polisa zdrowotna;1110
904;Gola Damian;21230118675;15.12.2021;Piotrecki;Pomoc okulistyczna;NFZ;930
905;Domañska Marcelina;77020104647;16.12.2021;Piotrecki;Intensywna terapia;NFZ;2370
906;Szczygie³ Alicja;36051768749;16.12.2021;Bobrzyñski;Pomoc kardiologiczna;Pol-Plan Ubezpieczenia;1260
907;Szczeœniak Amelia;16220368006;17.12.2021;Bobrzyñski;Pomoc kardiologiczna;Polisa zdrowotna;1260
908;Bieliñska Sabina;08211555786;17.12.2021;Kosiñska;Intensywna terapia;NFZ;2370
909;Dobrzañska Aleksandra;84022653284;17.12.2021;Bobrzyñski;Pomoc laryngologiczna;NFZ;690
910;Kubiak Monika;72010237145;20.12.2021;Piotrecki;Pomoc kardiologiczna;NFZ;1260
911;Stefañski Zenon;75052014275;20.12.2021;Gronowski;Pomoc okulistyczna;NFZ;930
912;Banasiak Maksymilian;62051486369;20.12.2021;Bobrzyñski;Pomoc laryngologiczna;Pol-Plan Ubezpieczenia;690
913;Zaj¹czkowska Edyta;18292576833;20.12.2021;Maliñski;Pomoc kardiologiczna;NFZ;1260
914;Skowronek Jonasz;47102166236;21.12.2021;Bobrzyñski;Pomoc laryngologiczna;NFZ;690
915;Furman Bernard;58051678549;21.12.2021;Bobrzyñski;Pomoc kardiologiczna;Polisa zdrowotna;1260
916;Bogacz Zofia;87090506766;21.12.2021;Kosiñska;Pomoc laryngologiczna;Polisa zdrowotna;690
917;Wach Jonatan;61050864721;21.12.2021;Piotrecki;Pomoc kardiologiczna;Polisa zdrowotna;1260
918;Gajda Gabriela;14300984243;22.12.2021;Kosiñska;Pomoc laryngologiczna;NFZ;690
919;Szafrañski Dominik;32020131758;22.12.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
920;Tomczak Dominik;58072523260;23.12.2021;Kosiñska;Pomoc kardiologiczna;Polisa zdrowotna;1260
921;Zych S³awomir;18292115430;23.12.2021;Gronowski;Pomoc kardiologiczna;NFZ;1260
922;D¹bek Micha³;81070723189;23.12.2021;Pielecka;Pomoc kardiologiczna;Polisa zdrowotna;1260
923;Filipowicz Hanna;87031045512;23.12.2021;Micha³owski;Pomoc laryngologiczna;Polisa zdrowotna;690
924;Dudek Martyna;90030103738;25.12.2021;Bobrzyñski;Pomoc kardiologiczna;NFZ;1260
925;Grochowski Wies³aw;67072718039;25.12.2021;Micha³owski;Pomoc kardiologiczna;NFZ;1260
926;Czarnecka Hanna;36091231476;27.12.2021;Gronowski;Intensywna terapia;NFZ;2370
927;Gil Jan;81061756677;27.12.2021;Bobrzyñski;Pomoc ambulatoryjna;NFZ;570
928;Sitek Wac³aw;14242458686;28.12.2021;Gronowski;Pomoc okulistyczna;NFZ;930
929;Cio³ek Jolanta;21241906508;28.12.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
930;Modrzejewski Micha³;57011048516;28.12.2021;Pielecka;Pomoc kardiologiczna;NFZ;1260
931;Kowalski Bogdan;54020187867;29.12.2021;Maliñski;Intensywna terapia;Polisa zdrowotna;2370
932;Bednarz Aleksander;74090316086;29.12.2021;Pielecka;Pomoc ambulatoryjna;NFZ;570
